pnum,stntype,stnstatus,opstatus,sitecity,sitestate,region,lat,lon,elev,project,networks,multi_types,is_realtime,mean_latency_last_hour,mean_latency_last_day,data_complete_last_day,data_complete_last_hour,status
TNAT,GPS,Installed,Operable,Acatlan,PU,Mex,18.130178880948453,-98.0411305396027,1301.0344856838135,TLALOCNet,"NOTA, TLALOCNet","GPS, Meteorological Stations",0,,,,,OK
TNCC,GPS,Installed,Operable,Coalcomán,Michoacán,Mex,18.79108064604783,-103.1729571972021,1074.2444375572193,TLALOCNet,"NOTA, TLALOCNet","GPS, Meteorological Stations",0,,,,,OK
TNCM,GPS,Installed,Operable,Chamela,Jalisco,Mex,19.498138566511408,-105.0448277955852,83.11668087585448,TLALOCNet,"NOTA, TLALOCNet","GPS, Meteorological Stations",0,,,,,OK
TNCN,GPS,Installed,Operable,"Las Cañas",Michoacan,Mex,18.553753653498507,-101.9708199231797,331.70257146041865,TLALOCNet,"NOTA, TLALOCNet","GPS, Meteorological Stations",0,,,,,"Status Unavailable"
TNCT,GPS,Installed,Operable,Chalacatepec,Jalisco,Mex,19.681135854125266,-105.25876997125667,-8.654615075568293,TLALOCNet,"NOTA, TLALOCNet","GPS, Meteorological Stations",0,,,,,OK
TNCU,GPS,Installed,Operable,Cuauhtemoc,CH,Mex,28.45055460697229,-106.79404995704598,2106.9783783265184,TLALOCNet,"NOTA, TLALOCNet","GPS, Meteorological Stations",1,3,20,100,100,OK
TNCY,GPS,Installed,Operable,Coyuche,Oaxaca,Mex,16.058535478149814,-97.75914817056378,27.041599549667993,TLALOCNet,"NOTA, TLALOCNet","GPS, Meteorological Stations",1,1177,883,99,100,OK
TNGF,GPS,Installed,Operable,"Mexico City-Geofisica",,Mex,19.32694119162074,-99.17604584366705,2273.9720471574337,TLALOCNet,"NOTA Affiliated, TLALOCNet","GPS, Meteorological Stations",0,,,,,"Status Unavailable"
TNHM,GPS,Installed,Operable,Hermosillo,SO,Mex,29.081311761248777,-110.97030504289373,174.29705260487248,TLALOCNet,"NOTA, TLALOCNet","GPS, Meteorological Stations",1,107,31,100,100,OK
TNIF,GPS,Installed,Operable,"Presa Infiernillo",Michoacan,Mex,18.271505176907528,-101.8956088354044,282.24494347841744,TLALOCNet,"NOTA, TLALOCNet","GPS, Meteorological Stations",0,,,,,OK
TNLC,GPS,Installed,Operable,"La Concepción",Jalicso,Mex,19.506111860586298,-104.54923006638518,267.8845046705116,TLALOCNet,"NOTA, TLALOCNet","GPS, Meteorological Stations",0,,,,,OK
TNMO,GPS,Installed,Operable,Morelia,Michoacan,Mex,19.648752803151094,-101.22784518339569,1965.8504513051341,TLALOCNet,"NOTA Affiliated, TLALOCNet",GPS,1,-1,-1,0,0,"Status Unavailable"
TNMQ,GPS,Installed,Operable,Marquelia,Guerrero,Mex,16.710281618144933,-98.6116304952971,407.2559365367469,TLALOCNet,"NOTA, TLALOCNet","GPS, Meteorological Stations",1,484,385,0,0,OK
TNMR,GPS,Installed,Operable,Maruata,Michoacan,Mex,18.288476313535636,-103.34553015990457,41.55868066019631,TLALOCNet,"NOTA Affiliated, TLALOCNet","GPS, Meteorological Stations",0,,,,,"Status Unavailable"
TNMS,GPS,Installed,Operable,Mascota,Jalisco,Mex,20.53476977288536,-104.7966981348446,1221.9125827624289,TLALOCNet,"NOTA Affiliated, TLALOCNet","GPS, Meteorological Stations",0,,,,,"Status Unavailable"
TNMT,GPS,Installed,Operable,,Jalisco,Mex,19.58571910494229,-104.27411927168347,1933.63331250362,TLALOCNet,"NOTA, TLALOCNet","GPS, Meteorological Stations",0,,,,,OK
TNMZ,GPS,Installed,Operable,Manzanillo,Colima,Mex,19.123584710887606,-104.40154100684418,-5.768933976684173,TLALOCNet,"NOTA Affiliated, TLALOCNet",GPS,0,,,,,"Status Unavailable"
TNNP,GPS,Installed,Operable,Nopala,Oaxaca,Mex,16.120450770416475,-97.1418890413849,492.78780681055974,TLALOCNet,"NOTA, TLALOCNet","GPS, Meteorological Stations",1,263,228,23,0,OK
TNNX,GPS,Installed,Operable,Nochixtlan,OA,Mex,17.407571587954628,-97.22389935205632,2123.1086642694045,TLALOCNet,"NOTA, TLALOCNet","GPS, Meteorological Stations",0,,,,,OK
TNPJ,GPS,Installed,Operable,Pijijiapan,CP,Mex,15.704603188970939,-93.21889770616474,63.31758843084872,TLALOCNet,"NOTA Affiliated, TLALOCNet","GPS, Meteorological Stations",0,,,,,"Status Unavailable"
TNPP,GPS,Installed,Operable,"Puerto Peñasco",Sonora,Mex,31.335518425843123,-113.63163749282839,27.66409215363853,TLALOCNet,"NOTA, TLALOCNet","GPS, Meteorological Stations",1,602,600,100,100,OK
TNSJ,GPS,Installed,Operable,"San José del Pacífico",Oaxaca,Mex,16.17241943502805,-96.4895371439539,2741.8492630964315,TLALOCNet,"NOTA, TLALOCNet","GPS, Meteorological Stations",1,12558,7936,94,100,"Status Unavailable"
TNTB,GPS,Installed,Operable,Topolobampo,Sinaloa,Mex,25.605860184644058,-109.05272561581418,69.12229397166573,TLALOCNet,"NOTA, TLALOCNet","GPS, Meteorological Stations",0,,,,,"Status Unavailable"
TNTM,GPS,Installed,Operable,Tamarindo,Jalisco,Mex,19.239148797503603,-104.78991790698967,12.761966178649919,TLALOCNet,"NOTA, TLALOCNet","GPS, Meteorological Stations",0,,,,,OK
TOCA,GPS,Installed,Operable,"Departamento Iglesia","San Juan",N/A,-30.658798,-69.436602,2619.1,Other,Other,GPS,0,,,,,"Status Unavailable"
TOIY,GPS,Installed,Operable,Austin,NV,East,39.54217198808681,-117.04941019966952,2299.0811732087436,PBO,"NOTA, PBO",GPS,0,,,,,OK
TOMO,GPS,Installed,Operable,NA,NA,AntA,-75.8018888888889,-114.661777777778,1170,Polar,Polar,"GPS, Meteorological Stations",0,,,,,OK
TONO,GPS,Installed,Operable,Tonopah,NV,East,38.097193046111066,-117.18404312887483,2066.0352845803463,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,271,312,100,100,OK
TOOL,GPS,Installed,Operable,Toolik,AK,Arct,68.62753615,-149.59775496,739.958,Polar,Polar,GPS,0,,,,,OK
TORP,GPS,Installed,Operable,Torrance,California,SW,33.79780104054577,-118.33060942287358,-5.191690401961947,USGS,,GPS,1,-1,-1,100,100,OK
TOST,GPS,Installed,Operable,"Thousand Oaks",CA,SW,34.24795874714723,-118.83667043938402,274.38541949197537,PBO,"NOTA, PBO",GPS,1,182,191,100,100,OK
TREO,GPS,Installed,Operable,Sermersooq,Greenland,Arct,64.27707018248772,-41.37507999488389,121.94814805649325,Polar,Polar,GPS,0,,,,,OK
TRLT,GPS,Installed,Operable,Trialeti,,noUS,41.539130739,44.102063697,1591.412,Other,Other,GPS,0,,,,,"Status Unavailable"
TRN1,BSM,Installed,Operable,-,-,Coco,16.7643058318,-62.1632961255,-25.561599,COCONet,"NOTA, COCONet","Borehole Strainmeters",0,,,,,"Status Unavailable"
TRND,GPS,Installed,Operable,Trinidad,CA,NW,41.05388700009191,-124.15086811122083,78.18441162795226,PBO,"NOTA, PBO",GPS,1,63,63,99,100,OK
TRNT,GPS,Installed,Operable,-,-,Coco,16.764284737964115,-62.16329449717949,-23.30796966625681,COCONet,"NOTA, COCONet",GPS,1,0,5,99,100,OK
TRVE,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-69.98882,-67.55471,1064.3,Polar,Polar,GPS,0,,,,,"Status Unavailable"
TSFT,GPS,Installed,Operable,Houston,Texas,N/A,29.80628563,-95.47996321,-1.6393,PI,PI,GPS,0,,,,,OK
TSFX,GPS,Installed,Operable,"San Felipe","Baja California",Mex,30.933928430082496,-114.81064024524639,-7.08237779587548,PI,PI,GPS,0,,,,,OK
TSM1,BSM,Installed,Operable,Gubbio,Umbria,N/A,43.34536,12.597621,553,"Taboo Star",,"Borehole Strainmeters",0,,,,,"Status Unavailable"
TSM2,BSM,Installed,Operable,Gubbio,Umbria,N/A,43.39619,12.489944,630,"Taboo Star",,"Borehole Strainmeters",0,,,,,"Status Unavailable"
TSM3,BSM,Installed,Operable,Gubbio,Umbria,N/A,43.38298,12.354506,341,"Taboo Star",,"Borehole Strainmeters",0,,,,,"Status Unavailable"
TSM4,BSM,Installed,Operable,Umbertide,,N/A,43.3087,12.3046,270,"Taboo Star",,"Borehole Strainmeters",0,,,,,"Status Unavailable"
TSM5,BSM,Installed,Operable,,Umbria,N/A,43.479691,12.60252,379,"Taboo Star",,"Borehole Strainmeters",0,,,,,"Status Unavailable"
TSM6,BSM,Installed,Operable,,Umbria,N/A,43.47246,12.33275,402,"Taboo Star",,"Borehole Strainmeters",0,,,,,"Status Unavailable"
TSWY,GPS,Installed,Operable,Kelly,WY,East,43.67408891714925,-110.59747884505592,2190.7445075620644,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,81,111,99,89,OK
TTSF,GPS,Installed,Operable,"San Fernando",,Coco,10.276705659495253,-61.465503305205914,-3.0975440192272665,COCONet,"NOTA, COCONet","GPS, Meteorological Stations",0,,,,,OK
TTUW,GPS,Installed,Operable,"St. Augustine",,Coco,10.639538329094044,-61.39908439250411,-7.470057141170767,COCONet,"NOTA, COCONet","GPS, Meteorological Stations",0,,,,,OK
TUNG,GPS,Installed,Operable,Lovelock,NV,East,40.40320031493018,-118.25750760941582,1414.7849374911114,PBO,"NOTA, PBO",GPS,1,71,110,99,100,OK
TVRN,GPS,Installed,Inoperable,"Montalto Uffugo",Calabria,noUS,39.4314,16.22635,197,Other,Other,GPS,0,,,,,"Status Unavailable"
TWHL,GPS,Installed,Operable,Tumwater,WA,NW,47.015904868542634,-122.92287677392969,107.2996098038603,PBO,"NOTA, PBO",GPS,1,44,40,100,100,OK
TWMS,GPS,Installed,Operable,"Chino Hills",California,SW,33.97245682342621,-117.72552622813569,208.0820257907724,USGS,,GPS,1,-1,-1,0,0,OK
TYLG,GPS,Installed,Operable,McMurdo,,AntA,-77.72567,162.26508,86.6,Polar,Polar,GPS,0,,,,,"Status Unavailable"
UAGU,GPS,Installed,Operable,Aguascalientes,Aguascalientes,Mex,21.91850371035349,-102.31496795078152,1858.8267471502788,TLALOCNet,"NOTA Affiliated, TLALOCNet",GPS,1,-1,-1,0,0,OK
UCOE,GPS,Installed,Operable,Coeneo,Michoacan,Mex,19.813180099679876,-101.69442284514582,1975.2677440737352,TLALOCNet,"NOTA Affiliated, TLALOCNet",GPS,1,131,29,100,100,"Status Unavailable"
UCSB,GPS,Installed,Operable,"Santa Barbara",California,SW,34.41330659,-119.84381562,-9.598,USGS,,GPS,0,,,,,OK
UGAI,GPS,Installed,Operable,"Ugaiushak Island",Alaska,AK,56.79420976053943,-156.85557244552734,40.81511879322226,PI,PI,GPS,0,,,,,"Status Unavailable"
UGEO,GPS,Installed,Operable,Guadalajara,Jalisco,Mex,20.6937794578503,-103.35107135165208,1534.6247443638317,TLALOCNet,"NOTA Affiliated, TLALOCNet",GPS,1,-1,-1,0,0,"Status Unavailable"
UH01,GPS,Installed,Operable,Houston,Texas,N/A,29.722464,-95.345397,13.5,Other,Other,GPS,0,,,,,"Status Unavailable"
UHC0,GPS,Installed,Operable,"La Marque",Texas,N/A,29.39037484,-95.04385237,-21.0154,PI,PI,GPS,0,,,,,OK
UHC1,GPS,Installed,Operable,"La Marque",Texas,N/A,29.39036641,-95.04396563,-20.9412,PI,PI,GPS,0,,,,,OK
UHC2,GPS,Installed,Operable,"La Marque",Texas,N/A,29.39036867,-95.04392897,-20.9306,PI,PI,GPS,0,,,,,OK
UHC3,GPS,Installed,Operable,"La Marque",Texas,N/A,29.39037153,-95.04389056,-20.7901,PI,PI,GPS,0,,,,,OK
UHC4,GPS,Installed,Operable,"La Marque",Texas,N/A,29.390323895,-95.044009137,-21.2413,PI,PI,GPS,0,,,,,OK
UHC5,GPS,Installed,Operable,"La Marque",Texas,N/A,29.390303824,-95.043966781,-23.1586,PI,PI,GPS,0,,,,,OK
UHCR,GPS,Installed,Operable,Katy,Texas,N/A,29.728071,-95.756771,7.9,PI,PI,GPS,0,,,,,OK
UHDT,GPS,Installed,Operable,Houston,Texas,N/A,29.76596,-95.359442,24.3,PI,PI,GPS,0,,,,,OK
UHEP,GPS,Installed,Operable,Houston,Texas,N/A,29.719465,-95.327124,-4.5,Other,Other,GPS,0,,,,,"Status Unavailable"
UHRI,GPS,Installed,Operable,Houston,Texas,N/A,29.719231,-95.40252,1.4,PI,PI,GPS,0,,,,,"Status Unavailable"
UHSL,GPS,Installed,Operable,"Sugar Land",Texas,N/A,29.574686,-95.651539,17.1,Other,Other,GPS,0,,,,,"Status Unavailable"
UNPM,GPS,Installed,Operable,,,Mex,20.868502791850673,-86.86817547358027,-0.4369813406385868,COCONet,"NOTA, COCONet",GPS,1,122,18,100,100,OK
UPSA,GPS,Installed,Operable,Fallon,NV,East,39.62711149658255,-118.80228276312556,1233.294569271332,PBO,"NOTA, PBO",GPS,1,2281,2717,63,62,OK
UPVK,GPS,Installed,Operable,Upernavik,Upernavik,Arct,72.788289225,-56.127998542,165.9976,Polar,Polar,GPS,0,,,,,"Status Unavailable"
USC2,GPS,Installed,Operable,"Los Angeles",California,SW,34.019515,-118.277329,55.9,USGS,,GPS,0,,,,,OK
USGC,GPS,Installed,Operable,"Ocotillo Wells",CA,SW,33.030065576540835,-116.08533951859727,133.46300045610607,PBO,"NOTA, PBO",GPS,1,-1,-1,0,0,OK
USLO,GPS,Installed,Operable,"San Luis Obispo",CA,SW,35.311807559307574,-120.66109923528762,134.65266265396733,PBO,"NOTA, PBO",GPS,1,-1,-1,31,0,OK
USMX,GPS,Installed,Operable,Moctezuma,Sonora,Mex,29.821653380417846,-109.6810511208314,625.4899251068578,TLALOCNet,"NOTA, TLALOCNet","GPS, Meteorological Stations",1,-1,-1,0,0,OK
UTHW,GPS,Installed,Operable,"Marie Byrd Land",Antarctica,AntA,-77.58211,-109.0439,1303.49,Polar,Polar,"GPS, Meteorological Stations",0,,,,,OK
UTMG,GPS,Installed,Operable,Sermersoo,Greenland,Arct,62.92720692318628,-43.3064224444563,1471.1609194008686,Polar,Polar,GPS,0,,,,,OK
UTON,GPS,Installed,Operable,Tonantzintla,Puebla,Mex,19.033447218659283,-98.3162413976221,2157.3579119931264,TLALOCNet,"NOTA Affiliated, TLALOCNet",GPS,1,223,225,100,100,OK
UXAL,GPS,Installed,Operable,Jalapa,Veracruz,Mex,19.51635772726373,-96.92475810331086,1362.9727176624162,TLALOCNet,"NOTA Affiliated, TLALOCNet",GPS,1,-1,-1,0,0,"Status Unavailable"
VCST,GPS,Installed,Operable,Ventucopa,California,SW,34.851505113761114,-119.48386493589729,809.5950567142253,USGS,,GPS,1,-1,-1,0,0,OK
VCVL,GPS,Installed,Operable,Vacaville,CA,SW,38.39453053425836,-121.94694371657621,0.375289416331079,PBO-extended,"NOTA, PBO",GPS,1,54,43,99,100,OK
VDCY,GPS,Installed,Operable,Glendale,CA,SW,34.178567661205584,-118.22000549940495,318.1957503894498,PBO,"NOTA, PBO",GPS,1,52,145,100,100,OK
VDPR,GPS,Installed,Operable,Valledupar,,Coco,10.435806563779146,-73.24782622314007,142.53156862861258,COCONet,"NOTA Affiliated, COCONet",GPS,0,,,,,"Status Unavailable"
VERA,GPS,Installed,Operable,"Cano Negro",Alajuela,Coco,10.853618741276016,-84.86904063049445,64.34144995265224,COCONet,"NOTA, COCONet","GPS, Meteorological Stations",1,846,415,99,100,OK
VFDG,GPS,Installed,Operable,Sermersooq,Greenland,Arct,70.29992396490891,-29.81764324903014,1293.534271734813,Polar,Polar,GPS,0,,,,,OK
VIMT,GPS,Installed,Operable,Encino,CA,SW,34.12645034286126,-118.51441913925242,553.7323838234485,PBO,"NOTA, PBO",GPS,1,6,12,0,0,OK
VL01,GPS,Installed,Operable,,,AntA,-72.45013832,169.72507467,596.8716,Polar,Polar,"GPS, Meteorological Stations",0,,,,,OK
VL12,GPS,Installed,Operable,,,AntA,-72.27446,163.72704,1984,Polar,Polar,"GPS, Meteorological Stations",0,,,,,"Status Unavailable"
VL30,GPS,Installed,Operable,,,AntA,-70.5987,162.5251,1498.8,Polar,Polar,"GPS, Meteorological Stations",0,,,,,OK
VLCN,GPS,Installed,Inoperable,Volcán,"Chiriquí Province",noUS,8.78514286328503,-82.63879924654174,1442.5746140962765,Other,Other,GPS,0,,,,,"Status Unavailable"
VLDR,GPS,Installed,Operable,"Departamento Iglesia","San Juan",N/A,-30.165665,-69.475537,2888.2,Other,Other,GPS,0,,,,,"Status Unavailable"
VMAG,GPS,Installed,Operable,,,Coco,9.286742583585493,-74.84731914918893,61.1141486844025,COCONet,"NOTA Affiliated, COCONet",GPS,1,-1,-1,7,8,"Status Unavailable"
VNCO,GPS,Installed,Operable,Ventura,CA,SW,34.275767851904924,-119.2376754237549,25.640700950962252,PBO,"NOTA, PBO",GPS,1,75,79,100,100,OK
VNCX,GPS,Installed,Operable,"Granada Hills",CA,SW,34.29319536323907,-118.48454548463414,328.6201980711244,PBO,"NOTA, PBO",GPS,1,11,7,30,0,OK
VNDP,GPS,Installed,Operable,"Vandenberg Space Force Base",CA,SW,34.556315165048,-120.61645731669432,-11.502226879252957,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,1030,1052,99,100,OK
VNPS,GPS,Installed,Operable,Vincent,California,SW,34.501482891191905,-118.12116274069786,961.9213603475908,USGS,,GPS,1,-1,-1,100,100,OK
VOIL,GPS,Installed,Operable,N/A,N/A,Coco,18.52867800201003,-72.30860490153145,240.60061333582644,COCONet,"NOTA Affiliated, COCONet","GPS, Meteorological Stations",0,,,,,"Status Unavailable"
VORA,GPS,Installed,Operable,Carepa,,Coco,7.818441326674371,-76.72180650075865,23.530166801642117,COCONet,"NOTA Affiliated, COCONet",GPS,0,,,,,"Status Unavailable"
VPOL,GPS,Installed,Operable,Barranquilla,,Coco,10.793773012497997,-74.86084473661305,89.21345798934033,COCONet,"NOTA Affiliated, COCONet",GPS,1,-1,-1,0,0,"Status Unavailable"
VRAI,GPS,Installed,Operable," VRAI - Veragua",,Coco,9.924848840743955,-83.19063854775737,438.3473013541882,COCONet,"NOTA, COCONet","GPS, Meteorological Stations",1,-1,-1,99,100,OK
VTIS,GPS,Installed,Operable,"San Pedro",California,SW,33.71264291623036,-118.29382895886008,59.5137130403079,USGS,,GPS,1,-1,-1,100,100,OK
VTOR,GPS,Installed,Operable,Vista,CA,SW,33.22501702382311,-117.19319022077337,379.93713395117175,"SoCal Edison","NOTA, SoCal Edison","GPS, Meteorological Stations",1,46,27,100,100,OK
WAAK,GPS,Installed,Operable,Wasilla,AK,AK,61.56789782098088,-149.553854423941,110.28930825416211,PI,PI,GPS,0,,,,,OK
WAI2,GPS,Installed,Operable,"West Antarctic Ice Sheet",Antarctica,AntA,-79.467618312,-112.053599713,1769.341,Polar,Polar,GPS,0,,,,,"Status Unavailable"
WCHS,GPS,Installed,Operable,"West Covina",California,SW,34.06190005582081,-117.91111615097506,100.091622332795,USGS,,GPS,1,-1,-1,100,100,OK
WCHT,GPS,Installed,Operable,Houston,Texas,N/A,29.78282771,-95.58141665,7.5437,PI,PI,GPS,0,,,,,OK
WDVW,GPS,Installed,Inoperable,Houston,Texas,N/A,29.790394,-95.533072,0.1,Other,Other,GPS,0,,,,,"Status Unavailable"
WEPD,GPS,Installed,Operable,Pasadena,TX,N/A,29.687731,-95.228731,8.5,PI,PI,GPS,0,,,,,OK
WGPP,GPS,Installed,Operable,Bakersfield,CA,SW,35.010849669108566,-118.98369250880623,352.01632639988406,PBO,"NOTA, PBO",GPS,1,38,67,83,91,OK
WHC1,GPS,Installed,Operable,Whittier,California,SW,33.97988492,-118.03116927,94.2474,USGS,,GPS,1,-1,-1,99,100,OK
WHCR,GPS,Installed,Operable,"The Woodlands",Texas,N/A,30.194322,-95.505396,20.5,PI,PI,"GPS, Meteorological Stations",0,,,,,OK
WHTM,GPS,Installed,Operable,"Whitmore Mountains",Antarctica,AntA,-82.68324,-104.39317,2350,Polar,Polar,"GPS, Meteorological Stations",0,,,,,"Status Unavailable"
WIDC,GPS,Installed,Operable,"Sky Valley",California,SW,33.934758337637184,-116.39178514456546,445.0670593454441,USGS,,GPS,1,-1,-1,100,100,"Status Unavailable"
WIKR,GPS,Installed,Operable,Kantishna,AK,AK,63.55272602896607,-150.92221409608874,1188.7767394076884,PBO,"NOTA, PBO",GPS,0,,,,,OK
WILN,GPS,Installed,Operable,"Heritage Range",Antarctica,AntA,-80.0398,-80.5579,668.7,Polar,Polar,"GPS, Meteorological Stations",0,,,,,OK
WIN2,GPS,Installed,Operable,Hayward,CA,SW,37.65265321123095,-122.14063333637665,-27.624113678752718,PBO,"NOTA, PBO",GPS,1,1104,1103,99,100,OK
WINT,GPS,Installed,Operable,Hayward,CA,SW,37.652645727300154,-122.14057328127535,-28.77358429539821,PBO-extended,"NOTA, PBO",GPS,1,1102,1103,99,100,OK
WKPK,GPS,Installed,Operable,Castaic,CA,SW,34.56850069816605,-118.74152278344295,1208.9408762638454,PBO,"NOTA, PBO",GPS,1,1166,1176,100,100,OK
WLCH,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-70.72935375,-63.82040849,1534.166,Polar,Polar,GPS,0,,,,,"Status Unavailable"
WLCT,GPS,Installed,Operable,,,AntA,-85.3692,-87.3925,1849.6,Polar,Polar,"GPS, Meteorological Stations",0,,,,,OK
WLHG,GPS,Installed,Operable,Haiwee,California,SW,36.15211132462397,-118.31311339489704,2646.2688934279204,USGS,,GPS,1,-1,-1,0,0,OK
WLRD,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-80.54411,-96.6377,2316.9,Polar,Polar,GPS,0,,,,,OK
WLSN,GPS,Installed,Operable,"Mt. Wilson",California,SW,34.22612325523004,-118.05591791473813,1705.3021506509685,USGS,,GPS,1,-1,-1,0,0,OK
WLWY,GPS,Installed,Operable,"Yellowstone NP",WY,East,44.639517166441586,-110.28665732965595,2643.034659150715,PBO,"NOTA, PBO",GPS,1,552,1528,92,100,"Status Unavailable"
WMAP,GPS,Installed,Operable,Pacoima,California,SW,34.25942654691128,-118.41429677382209,268.11361451068547,USGS,,GPS,1,-1,-1,100,100,OK
WMOK,GPS,Installed,Operable,"Wichita ",OK,East,34.73789333154305,-98.78052679655622,467.4146474314637,PBO,"NOTA, PBO",GPS,1,1386,1459,100,100,"Status Unavailable"
WNRA,GPS,Installed,Operable,"South El Monte",California,SW,34.04324015303672,-118.05926332545019,40.13284544909578,USGS,,GPS,1,-1,-1,100,100,OK
WOMT,GPS,Installed,Operable,"Lucerne Valley",CA,SW,34.66901478341854,-116.93166874313644,1353.0546694546306,PBO,"NOTA, PBO",GPS,1,1111,1111,99,100,OK
WRHS,GPS,Installed,Operable,"Los Angeles",California,SW,33.95815483798544,-118.42761273898779,7.898874924933762,USGS,,GPS,1,-1,-1,100,100,OK
WTHG,GPS,Installed,Operable,"NE Greenland National Park",Greenland,Arct,73.9551996883375,-24.308923197233355,1109.888390031058,Polar,Polar,GPS,0,,,,,OK
WWAY,GPS,Installed,Operable,,,AntA,-81.577,-28.4027,1195.388,Polar,Polar,"GPS, Meteorological Stations",0,,,,,"Status Unavailable"
WWMT,GPS,Installed,Operable,Cabazon,California,SW,33.9553144510986,-116.65386014592153,796.6698913577657,USGS,,GPS,1,-1,-1,99,100,OK
XAIR,GPS,Installed,Operable,"Selway-Bitterroot Wilderness",Idaho,N/A,46.128139261,-114.916669809,739.8193,Other,Other,GPS,0,,,,,"Status Unavailable"
XBEV,GPS,Installed,Operable,"Selway-Bitterroot Wilderness",Idaho,N/A,46.562831,-114.440111,2173,Other,Other,GPS,0,,,,,"Status Unavailable"
XELK,GPS,Installed,Operable,"Selway-Bitterroot Wilderness",Idaho,noUS,45.902662,-115.06677,2091,Other,Other,GPS,0,,,,,"Status Unavailable"
XFIS,GPS,Installed,Operable,"Selway-Bitterroot Wilderness",Idaho,N/A,46.330173,-115.395747,1599,Other,Other,GPS,0,,,,,"Status Unavailable"
XFOG,GPS,Installed,Operable,"Selway-Bitterroot Wilderness",Idaho,N/A,46.11448,-115.20185,1822.9308,Other,Other,GPS,0,,,,,"Status Unavailable"
XHEL,GPS,Installed,Operable,"Selway-Bitterroot Wilderness",Idaho,N/A,45.64501,-114.628922,2454,Other,Other,GPS,0,,,,,"Status Unavailable"
XLHO,GPS,Installed,Operable,"Selway-Bitterroot Wilderness",Idaho,N/A,46.11791,-114.49674,1926,Other,Other,GPS,0,,,,,"Status Unavailable"
XMOC,GPS,Installed,Operable,"Selway-Bitterroot Wilderness",Idaho,N/A,46.56609,-115.06498,2031,Other,Other,GPS,0,,,,,"Status Unavailable"
XROC,GPS,Installed,Operable,"Selway-Bitterroot Wilderness",Idaho,N/A,46.184906,-113.756503,2014.9346,Other,Other,GPS,0,,,,,"Status Unavailable"
XSYA,GPS,Installed,Operable,"Selway-Bitterroot Wilderness",Idaho,N/A,46.180653,-115.740911,1087,Other,Other,GPS,0,,,,,"Status Unavailable"
XTOM,GPS,Installed,Operable,"Tom Beal trailhead area",Idaho,N/A,46.44457,-114.73127,2086,Other,Other,GPS,0,,,,,"Status Unavailable"
XWMP,GPS,Installed,Operable,"Selway-Bitterroot Wilderness",Idaho,N/A,45.187815,-113.609276,2686.5,Other,Other,GPS,0,,,,,"Status Unavailable"
YACH,GPS,Installed,Operable,Yachats,OR,NW,44.29295582995062,-124.08043586121133,418.3316565101759,PBO,"NOTA Affiliated, PBO",GPS,1,3,2,100,100,OK
YBRA,GPS,Installed,Operable,"Red Lodge",MT,N/A,45.1221,-109.2674,2072.518,Other,Other,"GPS, Meteorological Stations",0,,,,,"Status Unavailable"
